Date,AAPL,SHELL,SP500,STOXX50,EURIBOR,LOAN_RATE,LOAN_RETURN
2015-01-05,23.5327205657959,14.364705085754395,2020.5799560546875,3023.139892578125,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-06,23.534936904907227,14.310733795166016,2002.6099853515625,3023.139892578125,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-07,23.864946365356445,14.502334594726562,2025.9000244140625,3026.7900390625,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-08,24.781892776489258,14.8396635055542,2062.139892578125,3135.080078125,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-09,24.808473587036133,14.615678787231445,2044.81005859375,3042.89990234375,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-12,24.197174072265625,14.410585403442383,2028.260009765625,3084.179931640625,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-13,24.412015914916992,14.47265625,2023.030029296875,3133.860107421875,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-14,24.318992614746094,14.030077934265137,2011.27001953125,3089.669921875,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-15,23.658966064453125,14.580595970153809,1992.6700439453125,3157.360107421875,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-16,23.47513771057129,14.926020622253418,2019.4200439453125,3202.239990234375,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-19,23.47513771057129,14.950311660766602,2019.4200439453125,3220.89990234375,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-20,24.079792022705078,14.998879432678223,2022.550048828125,3244.919921875,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-21,24.263622283935547,15.244458198547363,2032.1199951171875,3269.72998046875,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-22,24.89484405517578,15.460341453552246,2063.14990234375,3322.64990234375,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-23,25.023311614990234,15.695125579833984,2051.820068359375,3382.550048828125,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-26,25.04988670349121,15.932600021362305,2057.090087890625,3414.280029296875,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-27,24.17281150817871,15.827353477478027,2029.550048828125,3372.580078125,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-28,25.53936767578125,15.549392700195312,2002.1600341796875,3358.9599609375,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-29,26.33449935913086,14.815374374389648,2021.25,3371.830078125,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-01-30,25.949111938476562,14.532021522521973,1994.989990234375,3351.43994140625,0.002809048,0.022809048000000002,9.051209523809525e-05
2015-02-02,26.27469253540039,14.820775032043457,2020.8499755859375,3370.110107421875,0.006626667,0.026626667,0.00010566137698412698
2015-02-03,26.279125213623047,15.546697616577148,2050.030029296875,3414.179931640625,0.006626667,0.026626667,0.00010566137698412698
2015-02-04,26.480682373046875,15.55210018157959,2041.510009765625,3415.530029296875,0.006626667,0.026626667,0.00010566137698412698
2015-02-05,26.6696834564209,15.719411849975586,2062.52001953125,3408.9599609375,0.006626667,0.026626667,0.00010566137698412698
2015-02-06,26.44510269165039,15.762590408325195,2055.469970703125,3398.159912109375,0.006626667,0.026626667,0.00010566137698412698
2015-02-09,26.620759963989258,15.865137100219727,2046.739990234375,3347.75,0.006626667,0.026626667,0.00010566137698412698
2015-02-10,27.132190704345703,15.651945114135742,2068.590087890625,3383.1298828125,0.006626667,0.026626667,0.00010566137698412698
2015-02-11,27.76813316345215,15.633055686950684,2068.530029296875,3374.139892578125,0.006626667,0.026626667,0.00010566137698412698
2015-02-12,28.119461059570312,15.642865180969238,2088.47998046875,3417.610107421875,0.006626667,0.026626667,0.00010566137698412698
2015-02-13,28.257326126098633,15.889424324035645,2096.989990234375,3447.590087890625,0.006626667,0.026626667,0.00010566137698412698
2015-02-16,28.257326126098633,15.790803909301758,2096.989990234375,3433.300048828125,0.006626667,0.026626667,0.00010566137698412698
2015-02-17,28.424100875854492,15.870243072509766,2100.340087890625,3438.43994140625,0.006626667,0.026626667,0.00010566137698412698
2015-02-18,28.621990203857422,16.034616470336914,2099.679931640625,3465.800048828125,0.006626667,0.026626667,0.00010566137698412698
2015-02-19,28.561952590942383,15.714092254638672,2097.449951171875,3488.080078125,0.006626667,0.026626667,0.00010566137698412698
2015-02-20,28.79543113708496,15.812715530395508,2110.300048828125,3490.530029296875,0.006626667,0.026626667,0.00010566137698412698
2015-02-23,29.573684692382812,15.79354190826416,2109.659912109375,3519.580078125,0.006626667,0.026626667,0.00010566137698412698
2015-02-24,29.38913345336914,15.925036430358887,2115.47998046875,3547.10009765625,0.006626667,0.026626667,0.00010566137698412698
2015-02-25,28.63755226135254,15.867505073547363,2113.860107421875,3541.780029296875,0.006626667,0.026626667,0.00010566137698412698
2015-02-26,29.0000057220459,15.862024307250977,2110.739990234375,3574.93994140625,0.006626667,0.026626667,0.00010566137698412698
2015-02-27,28.564184188842773,16.031879425048828,2104.5,3599.0,0.006626667,0.026626667,0.00010566137698412698
2015-03-02,28.704265594482422,15.757929801940918,2117.389892578125,3591.090087890625,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-03,28.76429557800293,15.451092720031738,2107.780029296875,3549.110107421875,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-04,28.58196449279785,15.497661590576172,2098.530029296875,3583.43994140625,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-05,28.10834312438965,15.492185592651367,2101.0400390625,3618.2099609375,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-06,28.150590896606445,15.483968734741211,2071.260009765625,3617.6201171875,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-09,28.270666122436523,15.546979904174805,2079.429931640625,3610.280029296875,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-10,27.685867309570312,15.018248558044434,2044.1600341796875,3567.25,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-11,27.18111228942871,15.051115989685059,2040.239990234375,3649.5400390625,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-12,27.672521591186523,15.166181564331055,2065.949951171875,3641.320068359375,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-13,27.481294631958008,14.8264741897583,2053.39990234375,3656.2099609375,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-16,27.783700942993164,14.892223358154297,2081.18994140625,3706.75,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-17,28.248430252075195,15.094955444335938,2074.280029296875,3672.159912109375,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-18,28.566408157348633,15.341513633728027,2099.5,3668.52001953125,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-19,28.350711822509766,15.527802467346191,2089.27001953125,3670.72998046875,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-20,27.99494171142578,15.612730026245117,2108.10009765625,3726.070068359375,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-23,28.286231994628906,15.719569206237793,2104.419921875,3699.0400390625,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-24,28.17060661315918,15.53602123260498,2091.5,3731.35009765625,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-25,27.434595108032227,15.615464210510254,2061.050048828125,3684.0400390625,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-26,27.625823974609375,15.462052345275879,2056.14990234375,3669.7900390625,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-27,27.40569496154785,15.24562931060791,2061.02001953125,3679.030029296875,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-30,28.099451065063477,15.423702239990234,2086.239990234375,3727.800048828125,0.0034820000000000003,0.023482,9.318253968253968e-05
2015-03-31,27.668075561523438,15.251105308532715,2067.889892578125,3697.3798828125,0.001271818,0.021271818,8.44119761904762e-05
2015-04-01,27.6280517578125,15.341513633728027,2059.68994140625,3714.889892578125,0.001271818,0.021271818,8.44119761904762e-05
2015-04-02,27.865966796875,15.160698890686035,2066.9599609375,3715.27001953125,0.001271818,0.021271818,8.44119761904762e-05
2015-04-06,28.317359924316406,15.160698890686035,2080.6201171875,3715.27001953125,0.001271818,0.021271818,8.44119761904762e-05
2015-04-07,28.019397735595703,15.725044250488281,2076.330078125,3768.719970703125,0.001271818,0.021271818,8.44119761904762e-05
2015-04-08,27.92823600769043,15.034679412841797,2081.89990234375,3742.6298828125,0.001271818,0.021271818,8.44119761904762e-05
2015-04-09,28.141695022583008,15.220973014831543,2091.179931640625,3781.7900390625,0.001271818,0.021271818,8.44119761904762e-05
2015-04-10,28.26177215576172,15.385344505310059,2102.06005859375,3816.760009765625,0.001271818,0.021271818,8.44119761904762e-05
