"","V1","V2","V3","V4"
"1",69.8803743515315,80.1375252669173,89.5059452869684,76.2758718768596
"2",65.8034821647904,72.0171327826524,81.348452865708,76.9825891256851
"3",65.8113319943074,65.5620536108713,85.0811792599222,77.6393610686356
"4",65.5122733064925,71.6649445059745,82.23878346295,82.6784865407214
"5",69.1657190141319,65.8951697802198,81.1193001231408,87.9617118035443
"6",64.7767444116268,74.3309983266152,85.8786720580859,78.9066778885834
"7",66.9175563268871,80.6641373318423,93.5202089027944,81.9044841348429
"8",69.9663061356374,76.6137182267087,95.1773123504773,74.5849711504279
"9",65.8182174385854,70.9984311069637,80.7003441282424,83.5694124962103
"10",66.9074735231004,77.1554595119121,83.7298570627869,76.2149935124051
"11",70.1184783894403,68.448196504445,83.9612027550224,84.6209135496965
"12",67.2643817988412,73.8191179634142,87.014562951697,83.9238674335731
"13",67.7495585356946,72.6915966916043,96.0377094570203,78.556073268782
"14",68.3736742373924,71.4034159412383,91.9212691906486,84.3179587390558
"15",64.7155058256839,70.8905082660916,88.7694048416541,71.4468020127284
"16",63.2865929301697,74.6498105493285,89.0289488704248,86.5809219339595
"17",71.0087381286969,70.578635977156,90.5320317784863,84.2649097184824
"18",64.5947149775772,82.142921841136,84.1191933155923,74.0576560093642
"19",61.3986556028894,75.7915376841003,85.4641238850323,81.4673082942286
"20",69.6383799881367,77.6263351083199,82.4040991027945,82.6970910819304
"21",71.4181559481351,68.0742777135699,93.0310102305833,81.8941512404206
"22",73.5322196951443,74.8621160443937,82.9637294628691,82.6885897247455
"23",62.6742055858153,64.7485210732146,86.8155787143752,90.4330302049657
"24",71.3289358860289,62.7773531745093,94.1239664455672,84.6280749152013
"25",74.5033391535022,75.8615639083076,86.5130598178783,78.6559785297253
"26",68.918551163674,78.8602825180375,85.787017954272,77.4059440893827
"27",76.4338991788998,68.002631329579,94.7323413512644,77.8777401656019
"28",73.4500502154955,76.2672409020773,90.0439033368331,84.2112648752779
"29",72.2911024672298,72.6829917840021,87.5804804545096,80.8957327728724
"30",75.6068561126614,66.4173546683726,85.3959167036665,74.9417906032586
"31",65.4071853028916,74.5398297510398,94.2967361600859,76.9686422677648
"32",65.3284527700603,76.3136475836558,87.7033829278202,86.0377434684346
"33",71.6018463446474,75.7462546390204,94.3128738807188,72.6855742155441
"34",66.9755662396919,71.239063076488,91.1971461627549,77.7071627321348
"35",71.36371624493,62.9828071918927,91.3650481284061,73.2837093910626
"36",73.9240849815517,70.6144416718919,88.6289182151522,75.3685972336719
"37",71.3987091077156,73.5731813956443,81.3000289072005,85.2376126422669
"38",74.3433287818373,80.6510908418353,81.3910075333382,74.3918525541152
"39",67.4150751816816,74.2050220118992,86.9070881469669,85.2535540140132
"40",65.1501006621696,73.1529971553707,85.1579256432663,74.1434119630732
"41",73.0890598076281,76.1685733286754,90.5772561538751,81.8924750049584
"42",74.6627845775693,78.905565860166,80.266251290652,81.9078106652112
"43",67.730425537618,67.7778171487614,88.7818549371091,84.9177003884604
"44",69.0258321822607,67.7509017034847,91.5006846544989,73.5811319224023
"45",74.0928394951355,69.7777730181072,82.9831321885875,84.9147424107856
"46",67.0185937760435,70.2220719755714,80.5684769256846,82.6022722486946
"47",65.5192837879487,65.410961495034,91.7870898552764,76.5967436542977
"48",68.9168518040787,80.1751388565175,86.4441261451566,77.3110959447045
"49",76.0131755135979,70.8583591881628,84.727623703145,70.436236435916
"50",65.5429690392414,64.6100079639004,94.7695903123589,76.3048682971188
"51",76.6646852641854,75.1178213483615,81.2176616851818,80.130935483384
"52",61.7002808600658,64.4179586080465,91.5844801933084,80.2209321291453
"53",71.6301784666122,68.3166172230047,78.9146471851053,74.5873758480497
"54",77.2133600708156,75.5444251737579,86.3459144188962,78.935359223797
"55",77.4926012890627,76.2995602121899,89.3352983789472,73.7665090935432
"56",73.0300643507558,78.0935039619693,80.2249759153134,65.9919939323106
"57",64.227708354787,70.4273981637814,85.5579173343133,76.7704937948965
"58",73.1570632244093,64.3070637454076,86.6690998389898,85.9851289302495
"59",72.2477938462252,71.0541693345429,93.3112510735254,76.379409359009
"60",63.6654086600823,81.8676575047436,82.857174613448,75.771870212798
"61",70.2198668824159,68.5112684085428,87.5116184494286,76.5134352857873
"62",66.44746530938,63.7796522617981,85.7519020727668,81.0389844414367
"63",76.2770486244642,77.7470091606713,84.948750224893,77.2435251594957
"64",80.9842665088101,66.5424087882526,91.1403994940304,82.7389910555803
"65",75.6495207235092,69.1786625136694,82.7820848410232,73.7273056991684
"66",70.7954989548457,59.7614416254295,93.7680989855098,78.1829446355115
"67",65.609026280623,71.9788270738515,90.4864910131062,75.9118404271413
"68",63.5857530190587,67.4814327710574,89.4273770303388,76.4146807756875
"69",65.036122761378,64.7651400073321,86.5606648364729,82.5874045760205
"70",76.207897594808,68.929392245683,85.8482571549095,74.0009991480218
"71",65.5376971638609,69.3551879071852,94.7462811853599,79.0301893781845
"72",70.7009844304696,65.6463716782702,87.6125254227489,76.0977913162945
"73",72.0870683353533,73.9902252310487,79.5745163518068,75.460656978902
"74",71.5409365709875,73.9479956094471,82.1416712028387,78.8000161534913
"75",75.6305576851023,60.2927015285294,83.8102663784114,75.4313013827834
"76",73.3208954046183,65.5883586195734,85.8145740630645,83.4912769858816
"77",72.8891439215428,62.2279792239963,87.3481712529196,82.0085206631586
"78",65.8366456838707,65.9988621718761,84.7267493495703,73.4118292819093
"79",70.9925006637444,72.5923227300119,81.6160027643248,81.5116212179437
"80",67.3725236630632,67.2764275984786,84.7609346563017,74.5525886027414
"81",73.1948738288705,67.9771883365609,88.7688633425659,78.3271402744268
"82",65.9317293173427,72.4713576619046,88.8113744113616,82.6829542195117
"83",67.8719248219798,67.2630678817719,81.8592170430373,82.6841778000603
"84",77.3886536859065,69.040683672528,81.769511755724,76.8378950237316
"85",70.5770804130173,63.0003886719607,87.2393118650992,78.1327917613273
"86",68.9330706926691,64.5461976958247,78.6237118629204,87.0960700821478
"87",71.3836890154601,74.520545830499,81.2258697272543,74.0342334665177
"88",68.491721892941,63.7206862487687,77.6177947836709,85.9949496038497
"89",63.2850061561362,71.324476970981,81.6718102969729,85.953291350951
"90",67.8594980709806,73.7607620981762,82.7207003754667,83.8871701869583
"91",68.3448194832571,63.1382511931911,79.0909622117663,86.8002505772835
"92",73.5444199596029,64.3346622381951,86.9020263808148,77.4043941030917
"93",72.5889074634087,71.4715011943171,76.932313967299,86.027597848375
"94",74.0529895322826,62.0216875870505,81.2466896482046,79.8806026017464
"95",58.5212260487496,67.5854287441681,91.0962752418856,77.4090337867448
"96",68.2153924030262,72.140039117089,82.0196502936826,75.1395838003763
"97",67.410613407287,71.4813454840077,85.8894843229146,75.606050633806
"98",72.0011607396021,70.8697243377974,82.565922024474,74.2418466147652
"99",70.3388266993836,65.428835085245,91.742936773817,85.1299132419836
"100",67.3915689465159,66.440479658692,90.0359477516816,73.8433864460146
"101",67.9832006010309,60.9432623775184,75.750157506591,76.0510812850539
"102",70.6534532073719,68.2710986593921,88.4918982387412,79.3670002550571
"103",65.156917910335,71.6703856262289,86.694527175432,73.5809310295568
"104",72.9137289029032,65.2640309131624,81.3189041063733,80.3650827920893
"105",73.8970737863764,69.7564267961233,82.0654495854388,77.1246565737678
"106",71.6982804231656,74.7029758773616,83.1841571160895,75.6626134178293
"107",73.0970038236976,72.7835321082291,88.8674465303217,73.6808409133749
"108",71.0658207106152,76.571135313919,97.8383548296441,75.1761724581794
"109",75.3652034575508,66.9266128196122,87.3858170052391,80.9608741865815
"110",82.0432029176758,70.1400445297657,82.7454223232018,78.1815008404891
"111",66.2425116616516,73.2892043005345,75.9826098310962,70.8841749455957
"112",64.8126356059956,77.1949171334602,76.2537959185749,73.2182274222347
"113",73.0766443543422,74.1179671584173,86.1500480170718,76.8070414831473
"114",72.3607433160283,74.8817447686019,88.8299113474576,77.7946260119272
"115",70.7449663931981,65.3704231698194,76.6787381348989,77.0277045546189
"116",63.3547970249338,73.138677795802,80.0623745809432,72.1656640583314
"117",69.1948647285926,69.3812006817347,79.618190508218,78.9424439681683
"118",66.8718380039336,71.2965901472203,90.407903261856,71.9093268679527
"119",72.1362203937679,74.9445667160202,82.654033373597,76.8107015554478
"120",71.9242556550225,71.4734603979701,86.8103736805052,84.9407480954586
"121",78.0624016965325,80.1550642261641,78.2291628052372,74.4402444790506
"122",74.5164676107762,74.7916469771614,84.0959385558891,78.2775259437511
"123",66.3815082063633,82.3738512658814,84.0116873301873,79.3306925651538
"124",75.2616291280559,74.0274511994405,96.8474912258506,70.14940099647
"125",73.6761871215529,72.9486684524318,90.869125860356,73.9432947356198
"126",75.0519719695806,68.2727526795182,87.2681649426975,75.2249474492931
"127",71.5369209100593,74.0481534795439,83.5165499914053,79.503377623983
"128",58.2610306290832,78.0687014270736,92.4450026905071,81.439884881651
"129",72.119993989652,71.1947777687478,78.3644438512516,73.048630436779
"130",66.5106858887526,67.0166142113408,91.3925578004623,76.6756590403955
"131",76.7327851851502,73.7101485290929,81.4681952768651,73.2290672141981
"132",80.3059525623896,72.216666738025,86.3198731122262,88.875608002816
"133",68.8474335307818,79.3564265960743,78.2690559785858,85.4927235450044
"134",78.0518784467657,72.2444253975794,80.7363498507556,79.9995063190771
"135",75.1640307226613,75.7578624320608,83.629179292741,87.7021131719736
"136",62.1520987935717,67.1196052735743,87.1257154943287,77.7299764841447
"137",65.932847480445,80.8516304398104,101.69181573604,84.6313434291964
"138",65.1513592593221,71.9786069883018,87.9983428693887,80.9145594410869
"139",87.3243316729992,69.7441210884434,88.3668971159489,78.6123261397806
"140",67.4623747012144,72.7198488509924,78.2520278962577,77.4675183568193
"141",66.4538677760547,72.3387915366538,83.4963139168743,81.9901940996807
"142",72.0448156161602,73.506736342998,84.0230312176998,82.5705268290867
"143",65.409166831387,80.3398102097125,89.9403672507421,83.9871138114185
"144",67.897403042965,76.5969497159457,82.6077078252477,83.1218222260009
"145",73.6997143659167,76.6978333686558,84.0837876100731,85.2858745253855
"146",79.089616162986,69.8189822665037,81.9129111027273,78.2267733570266
"147",72.2784553319714,78.2784668149787,76.7194429025116,85.2527216744142
"148",65.5125840588438,69.9147542105245,83.1952980145192,77.8932595993908
"149",74.061045793934,78.1929257533432,78.3498717687311,71.7749197438094
"150",73.05044309925,82.4226492345789,76.8066020846813,80.9113740009993
"151",63.538323349857,75.092984601902,85.3003334865136,79.4776164436195
"152",74.6681634964749,78.9694179760032,84.4626968266031,72.3986903592802
"153",58.0062037164753,80.8754959506808,81.4482921496666,66.9462003394528
"154",64.5971734743294,86.4200658737386,90.9452535937213,72.2903464740945
"155",72.4088691113037,83.8036108673776,77.4212618642746,80.4145659898227
"156",69.2549730515288,70.8699932937673,88.5638602725759,75.0010730858224
"157",75.2255178901952,93.3441185712137,79.6246102224317,80.8671890583736
"158",66.9855327067057,80.6689905197098,82.9088915112775,80.2818068311862
"159",62.2619493483684,79.5606610272198,85.9682115565972,72.2803527097183
"160",69.7219258562818,70.8330622082652,82.3288928266504,80.9520927614211
"161",67.8528408911662,73.3233369902393,87.6190206291498,75.8370439193853
"162",67.4950323052728,73.8074338650186,90.2580350186971,73.6788283120916
"163",69.027166940245,81.6746201428332,87.1814391241213,83.3520838471356
"164",72.4398947635647,83.8987159773127,81.582061244389,85.6032267508834
"165",80.3283635318816,75.6821482056877,85.0005892877569,75.6464787594847
"166",66.7943030207937,71.556921475353,75.2987529587102,78.075489740315
"167",66.6108202525214,73.7145944268567,73.1749051132771,76.2307766334888
"168",68.562826953855,71.8334117718946,86.9271913500295,78.4979071255273
"169",61.7301497471649,80.7116651727242,85.2842226919451,81.1845129451459
"170",67.6943657726071,75.5311318026872,82.0399619577095,77.7192242604484
"171",74.0098477975018,74.6136465851538,83.3510596394895,81.0394446931703
"172",68.1177462299658,79.1966487712993,80.8355393749961,76.7304926264271
"173",70.750803442616,75.4732494113907,79.491720748041,81.9620066418795
"174",61.1497010104656,77.5049133362759,82.0420065917033,78.1121894493331
"175",71.4006044675581,81.2513679837071,84.6171233585199,74.2468527277939
"176",69.626978171256,78.1944739500067,88.705276154791,77.0465340523062
"177",70.8428893726931,79.1123254328792,82.7998780149119,78.5703450391926
"178",75.9805663129234,75.4625944575686,83.0598855951819,71.8934056889438
"179",67.4760465191031,77.7411191607117,83.0242579419114,71.7175770013949
"180",61.7173933071283,80.2632018774529,89.4257417440548,75.6602989761627
"181",66.8192444224673,77.0580175889186,84.6432948351175,84.4583844256252
"182",68.2756979738917,68.9048265776744,76.9161266478029,73.2702033274527
"183",60.7693470343905,82.8528060243588,73.3592752598127,83.4960512705468
"184",56.025285278387,80.2551822290284,85.3824348760084,81.8343066703105
"185",66.7790026463426,68.1571354791756,83.8068536463108,78.1199005616689
"186",63.1328395693418,70.1526417956574,78.0563993290186,65.7711146648914
"187",69.9947378928821,79.0336554997651,80.3947649399547,72.9194253112002
"188",68.0151412508931,64.5835503874009,77.7808121576163,77.9879711735089
"189",60.6560347210403,75.4426117566523,92.2586704327639,80.0202076742582
"190",62.7630513740795,75.8142939722327,86.1947860395707,81.9509920340408
"191",69.2224040602944,84.7797215713479,85.4720922135628,84.2638825487512
"192",75.0033426207418,76.1368795001038,89.2052414714955,78.8563588303215
"193",68.4662991476957,72.8248340678446,93.1063701181843,77.0988799220857
"194",74.0406293852417,69.4409803995915,86.1282784472215,76.0139414394616
"195",71.3688388052545,76.5306728202042,76.6584079269128,82.4155984782829
"196",72.6179065716913,79.9839723108436,79.6758347030953,80.1569792960404
"197",71.790198005992,75.9403483852971,72.055519077811,78.242194018783
"198",61.2712653760616,81.6768015786457,91.4850495609731,82.5383506861705
"199",68.6072225035803,68.4353858400065,85.4826310522489,65.4018053444074
"200",69.9056710513588,75.3742105365327,83.1702897151832,74.1187757521403
"201",73.7567424770741,68.9786599919361,83.2050740679279,80.2638345974431
"202",66.7666422546888,78.587680534003,80.0100841845935,69.633471028432
"203",69.1762099010386,65.6771081323254,87.2445347526088,79.8874592041383
"204",73.1007692846969,76.1989777250999,85.966491518134,81.3407525147057
"205",62.3290289354778,72.3567476175304,84.6377506003241,71.7135482544986
"206",62.2051359460348,72.2348758148009,83.8200044252734,74.0956311359817
"207",66.3454316431251,83.5058266973338,85.0508025127728,75.8666718580588
"208",66.914273112545,79.6973435088802,82.8137685888876,68.9152125282634
"209",67.098412127556,70.8068163626568,97.9387565552023,70.0150365897206
"210",77.020178550037,72.8816259093472,83.5750793145211,75.1037268318874
